,CODE,NAME,SECT.,STOCK NO.,CAPT.
1351,317770,슈프리마아이디,전자부품 제조업,"3,032,020","1,516,010,000"
1352,317830,에스피시스템스,특수 목적용 기계 제조업,"8,145,700","814,570,000"
1353,317850,대모,특수 목적용 기계 제조업,"8,324,420","4,162,210,000"
1354,317870,엔바이오니아,그외 기타 제품 제조업,"7,485,555","3,742,777,500"
1355,318000,한국바이오젠,합성고무 및 플라스틱 물질 제조업,"8,129,825","1,625,965,000"
1356,318010,팜스빌,기타 식품 제조업,"7,929,338","3,964,669,000"
1358,319660,피에스케이,특수 목적용 기계 제조업,"14,765,020","7,382,510,000"
1359,320000,윈텍,특수 목적용 기계 제조업,"17,900,148","1,790,014,800"
1361,321550,티움바이오,자연과학 및 공학 연구개발업,"23,471,826","11,735,913,000"
1362,322180,티라유텍,소프트웨어 개발 및 공급업,"5,433,750","543,375,000"
1363,322510,제이엘케이,소프트웨어 개발 및 공급업,"15,014,737","1,501,473,700"
1369,327260,메탈라이프,전자부품 제조업,"3,596,588","1,798,294,000"
1372,330350,위더스제약,의약품 제조업,"8,792,415","1,758,483,000"
1377,332570,와이팜,전자부품 제조업,"37,141,356","18,570,678,000"
1396,347890,엠투아이,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","8,399,102","839,910,200"
1402,353810,이지바이오,동물용 사료 및 조제식품 제조업,"2,286,728","1,143,364,000"
1403,357780,솔브레인,기타 화학제품 제조업,"7,778,566","3,889,283,000"
1406,900100,뉴프라이드,자동차 부품 및 내장품 판매업,"103,434,628","310,304"
1417,950110,SBI핀테크솔루션즈,소프트웨어 개발 및 공급업,"24,656,540",0
1418,950130,엑세스바이오,의료용품 및 기타 의약 관련제품 제조업,"33,577,659",0
1419,950140,잉글우드랩,기타 화학제품 제조업,"19,867,866",0
1420,950160,코오롱티슈진,기초 의약물질 및 생물학적 제제 제조업,"61,117,550",0
1421,950170,JTC,종합 소매업,"35,005,517",0
1422,950180,SNK,소프트웨어 개발 및 공급업,"21,061,800",0
1423,950200,소마젠,"그외 기타 전문, 과학 및 기술 서비스업","16,861,261",0
