CODE,NAME,SECT.,STOCK NO.,CAPT.,CUR PRICE,PREV PRICE,FR,PER,EPS,E_PER,E_EPS,PBR,BPS,ITR
58610,에스피지,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","20,876,975","10,438,487,500",,,,16.12,402,N/A,N/A,0.96,6773,1.54
58630,엠게임,소프트웨어 개발 및 공급업,"19,543,877","9,771,938,500",,,,14.17,439,N/A,N/A,2.86,2174,N/A
58820,CMG제약,의약품 제조업,"138,892,244","69,446,122,000",,,,162.76,29,N/A,N/A,3.61,1308,N/A
59090,미코,반도체 제조업,"31,316,603","15,658,301,500",,,,63.07,264,N/A,N/A,5.41,3078,0.24
59100,아이컴포넌트,전자부품 제조업,"7,070,860","3,535,430,000",,,,60.79,63,N/A,N/A,0.89,4287,N/A
59120,아진엑스텍,반도체 제조업,"6,945,915","3,472,957,500",,,,17.92,395,N/A,N/A,1.07,6599,1.41
59210,메타바이오메드,의료용품 및 기타 의약 관련제품 제조업,"23,862,351","11,931,175,500",,,,20.51,137,N/A,N/A,1.23,2284,0.36
60150,인선이엔티,폐기물 처리업,"38,391,282","19,195,641,000",,,,15.38,676,N/A,N/A,1.86,5598,N/A
60230,이그잭스,전자부품 제조업,"74,893,516","37,446,758,000",,,,N/A,-52,N/A,N/A,1.9,748,N/A
60240,룽투코리아,소프트웨어 개발 및 공급업,"25,429,284","13,064,642,000",,,,125.91,44,N/A,N/A,1.91,2901,N/A
60250,NHN한국사이버결제,기타 정보 서비스업,"22,971,393","11,485,696,500",,,,55.34,1189,46,1418,11.05,5954,0.35
60260,뉴보텍,플라스틱제품 제조업,"33,433,750","16,716,875,000",,,,43.75,40,N/A,N/A,2.26,775,N/A
60280,큐렉소,기타 상품 전문 소매업,"33,357,253","16,678,626,500",,,,N/A,-608,N/A,N/A,4.86,1297,N/A
60300,레드로버,"영화, 비디오물, 방송프로그램 제작 및 배급업","66,855,495","33,427,747,500",,,,N/A,-1971,N/A,N/A,6.29,97,N/A
60310,3S,특수 목적용 기계 제조업,"44,802,511","22,401,255,500",,,,N/A,-24,N/A,N/A,3.3,745,N/A
60370,KT서브마린,전기 및 통신 공사업,"21,900,000","21,900,000,000",,,,24.89,179,N/A,N/A,0.88,5080,0.67
60380,동양에스텍,1차 철강 제조업,"10,000,000","5,000,000,000",,,,N/A,-211,N/A,N/A,0.56,4867,3.68
60480,국일신동,1차 비철금속 제조업,"11,090,000","5,545,000,000",,,,N/A,-45,N/A,N/A,0.8,4224,1.48
60540,에스에이티,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","26,133,306","13,066,653,000",,,,5.81,345,N/A,N/A,0.62,3217,2.49
60560,홈센타홀딩스,기타 전문 도매업,"85,113,017","42,556,508,500",,,,N/A,-19,N/A,N/A,1.49,927,N/A
60570,드림어스컴퍼니,기타 전문 도매업,"56,859,847","28,429,923,500",,,,N/A,-699,N/A,N/A,2.41,2091,N/A
60590,씨티씨바이오,의약품 제조업,"20,935,612","10,467,806,000",,,,N/A,-674,N/A,N/A,2.37,3874,N/A
60720,KH바텍,전자부품 제조업,"23,637,484","11,818,742,000",,,,N/A,-41,29,805,2.58,9011,N/A
60900,대한그린파워,기타 화학제품 제조업,"135,159,001","13,515,900,100",,,,N/A,-99,N/A,N/A,3.5,203,N/A
61040,알에프텍,통신 및 방송 장비 제조업,"25,327,055","12,663,527,500",,,,14.2,722,N/A,N/A,1.43,7180,N/A
61250,화일약품,의약품 제조업,"17,301,249","8,650,624,500",,,,64.32,241,N/A,N/A,2.13,7267,0.81
61970,엘비세미콘,반도체 제조업,"43,784,592","21,892,296,000",,,,15.82,686,N/A,N/A,3.11,3487,0.46
62860,티엘아이,반도체 제조업,"9,872,720","4,936,360,000",,,,164.89,47,N/A,N/A,0.9,8659,1.29
62970,피피아이,통신 및 방송 장비 제조업,"9,308,185","4,654,092,500",,,,N/A,-30,N/A,N/A,4.28,2250,N/A
63080,게임빌,소프트웨어 개발 및 공급업,"6,595,192","3,297,596,000",,,,17.42,2084,N/A,N/A,0.91,39798,N/A
63170,서울옥션,상품 중개업,"16,917,500","8,458,750,000",,,,N/A,-494,N/A,N/A,0.98,4290,N/A
63440,SM Life Design,기록매체 복제업,"45,029,154","22,874,577,000",,,,N/A,-93,N/A,N/A,1.81,1059,N/A
63570,한국전자금융,금융 지원 서비스업,"34,147,728","17,073,864,000",,,,145.91,44,N/A,N/A,1.28,4999,1.71
63760,이엘피,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","4,910,500","2,455,250,000",,,,8.52,1326,N/A,N/A,0.75,15135,1.06
64090,에프앤리퍼블릭,상품 종합 도매업,"76,801,909","38,400,954,500",,,,N/A,-660,N/A,N/A,1.17,427,N/A
64240,홈캐스트,영상 및 음향기기 제조업,"33,094,756","16,797,419,500",,,,N/A,-250,N/A,N/A,1.67,2162,N/A
64260,다날,소프트웨어 개발 및 공급업,"67,554,559","33,777,279,500",,,,34.22,116,N/A,N/A,1.22,3244,N/A
64290,인텍플러스,특수 목적용 기계 제조업,"12,612,462","6,306,231,000",,,,28.83,515,N/A,N/A,7.77,1911,N/A
64480,브리지텍,소프트웨어 개발 및 공급업,"11,952,500","6,176,250,000",,,,N/A,-123,N/A,N/A,1.22,2728,3
64510,에코마이스터,특수 목적용 기계 제조업,"26,691,608","13,345,804,000",,,,N/A,-141,N/A,N/A,1.29,1254,N/A
64520,바른전자,반도체 제조업,"73,686,477","36,843,238,500",,,,N/A,-861,N/A,N/A,1.35,745,N/A
64550,바이오니아,의료용품 및 기타 의약 관련제품 제조업,"22,737,191","11,368,595,500",,,,N/A,-1155,N/A,N/A,69.83,401,N/A
64760,티씨케이,기타 비금속 광물제품 제조업,"11,675,000","5,837,500,000",,,,23.05,4147,N/A,N/A,4.96,19276,0.94
64800,젬백스링크,"섬유, 의복, 신발 및 가죽제품 소매업","77,218,483","7,721,848,300",,,,45.88,34,N/A,N/A,0.86,1816,0.64
64820,케이프,선박 및 보트 건조업,"28,661,980","14,330,990,000",,,,24.71,136,N/A,N/A,0.62,5438,N/A
65060,지엔코,봉제의복 제조업,"98,008,044","49,004,022,000",,,,N/A,-229,N/A,N/A,1.4,882,N/A
65130,탑엔지니어링,특수 목적용 기계 제조업,"15,976,257","8,324,128,500",,,,10.4,962,N/A,N/A,0.77,13019,1
65150,MP그룹,음·식료품 및 담배 도매업,"80,808,407","8,080,840,700",,,,N/A,-9,N/A,N/A,7.23,182,N/A
65170,넥스트BT,음·식료품 및 담배 도매업,"86,778,698","43,389,349,000",,,,N/A,-154,N/A,N/A,2.58,807,N/A
65350,신성델타테크,가정용 기기 제조업,"24,853,343","12,426,671,500",,,,35.98,107,N/A,N/A,0.72,5380,2.08
65370,위세아이텍,소프트웨어 개발 및 공급업,"4,403,611","2,201,805,500",,,,29.46,784,N/A,N/A,4.57,5055,0.22
65420,에스아이리소스,석탄 광업,"64,603,964","6,460,396,400",,,,N/A,-188,N/A,N/A,3.72,172,N/A
65440,이루온,소프트웨어 개발 및 공급업,"27,275,020","13,637,510,000",,,,42.86,35,N/A,N/A,1.17,1282,N/A
65450,빅텍,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","27,730,883","5,546,176,600",,,,157.78,45,N/A,N/A,4.57,1552,N/A
65500,오리엔트정공,자동차 신품 부품 제조업,"117,214,562","58,607,281,000",,,,N/A,-48,N/A,N/A,1.64,413,N/A
65510,휴비츠,의료용 기기 제조업,"11,882,871","5,941,435,500",,,,9.73,701,N/A,N/A,0.87,7843,2.2
65530,전파기지국,전기 통신업,"52,860,000","26,430,000,000",,,,135,40,N/A,N/A,3.67,1473,0.93
65560,녹원씨엔아이,인쇄 및 인쇄관련 산업,"17,260,625","8,720,892,000",,,,N/A,-650,N/A,N/A,1.2,4593,N/A
65570,삼영이엔씨,통신 및 방송 장비 제조업,"8,800,000","4,400,000,000",,,,N/A,-1014,N/A,N/A,0.87,8766,N/A
65620,제낙스,1차 철강 제조업,"24,759,470","12,379,735,000",,,,N/A,-777,N/A,N/A,13.93,229,N/A
65650,메디프론,기계장비 및 관련 물품 도매업,"37,199,870","18,599,935,000",,,,N/A,-57,N/A,N/A,9.31,594,N/A
65660,안트로젠,기타 전문 도매업,"8,955,967","4,477,983,500",,,,N/A,-469,N/A,N/A,9.6,7479,N/A
65680,우주일렉트로,전자부품 제조업,"9,934,220","4,967,110,000",,,,23.1,1156,N/A,N/A,1.17,22829,1.12
65690,파커스,반도체 제조업,"13,963,509","6,981,754,500",,,,N/A,-189,N/A,N/A,0.42,6149,5.84
65710,서호전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","5,150,000","2,575,000,000",,,,7.01,3026,N/A,N/A,1.46,14473,5.66
65770,CS,통신 및 방송 장비 제조업,"18,835,150","9,417,575,000",,,,N/A,-20,N/A,N/A,2.32,1135,N/A
65950,웰크론,직물직조 및 직물제품 제조업,"28,231,302","14,115,651,000",,,,N/A,-138,N/A,N/A,2.77,2190,N/A
66110,한프,컴퓨터 및 주변장치 제조업,"52,799,600","26,399,800,000",,,,N/A,-326,N/A,N/A,0.95,506,N/A
66130,하츠,가정용 기기 제조업,"12,800,000","6,400,000,000",,,,31.15,200,N/A,N/A,0.91,6843,0.48
66310,큐에스아이,반도체 제조업,"8,278,230","4,139,115,000",,,,104.9,153,N/A,N/A,2.41,6653,0.31
66360,체리부로,"도축, 육류 가공 및 저장 처리업","27,872,369","13,936,184,500",,,,N/A,-1078,N/A,N/A,0.92,2811,N/A
66410,버킷스튜디오,"영화, 비디오물, 방송프로그램 제작 및 배급업","31,632,080","15,816,040,000",,,,N/A,-121,N/A,N/A,1.31,1331,N/A
66430,와이오엠,기타 전문 도매업,"15,855,736","7,927,868,000",,,,N/A,-1799,N/A,N/A,1.51,1053,N/A
66590,우수AMS,자동차 신품 부품 제조업,"24,994,303","12,497,151,500",,,,N/A,-141,N/A,N/A,1.66,2354,N/A
66620,국보디자인,실내건축 및 건축마무리 공사업,"7,500,000","3,750,000,000",,,,5.89,2597,N/A,N/A,0.85,17923,1.96
66670,디스플레이텍,전자부품 제조업,"18,691,918","9,345,959,000",,,,17.04,189,N/A,N/A,0.37,8785,3.11
66700,테라젠이텍스,의약품 제조업,"32,165,547","16,082,773,500",,,,7.61,1445,N/A,N/A,2.23,4943,N/A
66790,씨씨에스,텔레비전 방송업,"45,976,167","22,988,083,500",,,,211.5,4,N/A,N/A,1.43,590,N/A
66900,디에이피,전자부품 제조업,"22,744,503","11,372,251,500",,,,30.27,110,N/A,N/A,0.58,5759,N/A
66910,손오공,기타 전문 도매업,"26,896,161","13,448,080,500",,,,N/A,-141,N/A,N/A,1.87,865,N/A
66970,엘앤에프,일차전지 및 축전지 제조업,"24,758,729","12,379,364,500",,,,N/A,-180,249,183,7.61,5995,0.11
66980,브레인콘텐츠,기타 정보 서비스업,"158,418,281","79,209,140,500",,,,23.48,25,N/A,N/A,0.9,652,N/A
67000,조이시티,소프트웨어 개발 및 공급업,"14,188,833","7,094,416,500",,,,51.46,377,N/A,N/A,5.17,3754,N/A
67010,이씨에스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","12,294,000","6,823,500,000",,,,13.35,276,N/A,N/A,1.01,3645,2.71
67080,대화제약,의약품 제조업,"18,224,974","9,112,487,000",,,,22.5,591,N/A,N/A,2.9,4591,1.13
67160,아프리카TV,소프트웨어 개발 및 공급업,"11,494,767","5,747,383,500",,,,22.82,2787,21,2968,5.97,10654,0.87
67170,오텍,자동차 재제조 부품 제조업,"15,391,605","7,695,802,500",,,,21.54,564,N/A,N/A,1.24,9775,1.07
67280,멀티캠퍼스,기타 교육기관,"5,926,779","2,963,389,500",,,,11.03,2675,N/A,N/A,1.61,18320,2.03
67290,JW신약,의약품 제조업,"41,667,166","20,833,583,000",,,,N/A,-85,N/A,N/A,4.12,1414,1.03
67310,하나마이크론,반도체 제조업,"30,369,511","15,184,755,500",,,,N/A,-406,N/A,N/A,1.49,4893,0.69
67390,아스트,"항공기,우주선 및 부품 제조업","25,679,652","13,091,826,000",,,,N/A,-225,N/A,N/A,0.56,7257,N/A
67570,엔브이에이치코리아,자동차 신품 부품 제조업,"29,591,785","15,754,388,000",,,,N/A,-458,N/A,N/A,0.6,4667,1.77
67630,에이치엘비생명과학,"건축기술, 엔지니어링 및 관련 기술 서비스업","47,070,453","23,535,226,500",,,,N/A,-560,N/A,N/A,2.59,6553,N/A
67730,로지시스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","9,340,922","4,670,461,000",,,,N/A,-98,N/A,N/A,2.42,1638,1.51
67770,세진티에스,전자부품 제조업,"8,396,593","4,198,296,500",,,,N/A,-241,N/A,N/A,0.56,4619,N/A
67900,와이엔텍,폐기물 처리업,"18,199,659","9,099,829,500",,,,11,1123,N/A,N/A,1.61,7653,N/A
67920,이글루시큐리티,기타 정보 서비스업,"10,996,119","5,498,059,500",,,,20.15,233,N/A,N/A,0.91,5187,2.98
67990,도이치모터스,자동차 판매업,"28,037,345","14,018,672,500",,,,3.9,1768,N/A,N/A,0.75,9255,N/A
68050,팬엔터테인먼트,"영화, 비디오물, 방송프로그램 제작 및 배급업","13,742,997","6,871,498,500",,,,41.42,134,N/A,N/A,1.57,3529,N/A
68240,다원시스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","26,932,183","13,466,091,500",,,,95.16,217,N/A,N/A,2.6,7954,0.48
68330,일신바이오,일반 목적용 기계 제조업,"44,216,140","4,421,614,000",,,,30.4,126,N/A,N/A,3.98,962,0.18
68760,셀트리온제약,의약품 제조업,"35,806,792","17,903,396,000",,,,414.92,295,N/A,N/A,15.56,7864,N/A
68790,DMS,특수 목적용 기계 제조업,"23,062,487","11,531,243,500",,,,7.01,1105,N/A,N/A,0.96,8069,0.97
68930,디지털대성,일반 교습 학원,"22,673,723","11,336,861,500",,,,9.97,615,N/A,N/A,1.53,4012,4.89
68940,아이씨케이,전자부품 제조업,"31,179,722","6,235,944,400",,,,N/A,-22,N/A,N/A,9.44,482,N/A
69080,웹젠,소프트웨어 개발 및 공급업,"35,310,884","17,655,442,000",,,,33.97,1117,25,1500,3.25,11667,N/A
69110,코스온,기타 화학제품 제조업,"18,697,161","9,348,580,500",,,,N/A,-448,N/A,N/A,1.02,4609,N/A
69140,누리플랜,"구조용 금속제품, 탱크 및 증기발생기 제조업","5,677,902","2,838,951,000",,,,N/A,-622,N/A,N/A,1.21,4430,N/A
69330,유아이디,전자부품 제조업,"11,887,792","5,943,896,000",,,,N/A,-1301,N/A,N/A,0.93,1135,N/A
69410,엔텔스,소프트웨어 개발 및 공급업,"6,899,227","3,449,613,500",,,,31.82,286,N/A,N/A,1.45,6266,N/A
69510,에스텍,영상 및 음향기기 제조업,"10,910,000","5,455,000,000",,,,6.41,1443,N/A,N/A,0.5,18424,6.49
69540,라이트론,통신 및 방송 장비 제조업,"18,553,773","9,276,886,500",,,,N/A,-625,N/A,N/A,1.94,2799,N/A
69920,아이에스이커머스,무점포 소매업,"25,826,362","12,913,181,000",,,,N/A,-619,N/A,N/A,1.93,1996,N/A
70300,엑스큐어,소프트웨어 개발 및 공급업,"7,366,074","3,683,037,000",,,,N/A,-17,N/A,N/A,1.75,3156,N/A
70590,한솔인티큐브,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","13,879,521","6,939,760,500",,,,7.58,396,N/A,N/A,1.33,2255,N/A
71200,인피니트헬스케어,소프트웨어 개발 및 공급업,"24,396,458","12,198,229,000",,,,26,275,N/A,N/A,2.02,3532,N/A
71280,로체시스템즈,특수 목적용 기계 제조업,"15,296,603","7,648,301,500",,,,141.28,39,N/A,N/A,1.26,4367,N/A
71460,위니아딤채,가정용 기기 제조업,"35,967,295","31,872,532,500",,,,89.81,27,N/A,N/A,1.35,1790,N/A
71670,에이테크솔루션,특수 목적용 기계 제조업,"10,000,000","5,000,000,000",,,,48.25,183,N/A,N/A,1.24,7142,N/A
71850,캐스텍코리아,자동차 신품 부품 제조업,"16,569,188","8,284,594,000",,,,N/A,-417,N/A,N/A,0.39,7549,N/A
72020,중앙백신,기초 의약물질 및 생물학적 제제 제조업,"9,960,000","4,980,000,000",,,,71.01,257,N/A,N/A,2.09,8741,0.27
72470,우리산업홀딩스,자동차 신품 부품 제조업,"18,887,341","9,443,670,500",,,,N/A,-10,N/A,N/A,0.82,6864,0.44
72520,제넨바이오,폐기물 처리업,"93,891,679","9,389,167,900",,,,N/A,-599,N/A,N/A,6.36,495,N/A
72770,율호,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","36,676,928","18,338,464,000",,,,N/A,-15,N/A,N/A,2.45,668,N/A
72870,메가스터디,"서적, 잡지 및 기타 인쇄물 출판업","11,920,959","5,960,479,500",,,,10.19,1001,N/A,N/A,0.46,22237,4.41
72950,빛샘전자,전자부품 제조업,"6,000,000","3,000,000,000",,,,17.86,299,N/A,N/A,0.55,9702,1.87
72990,에이치시티,기타 과학기술 서비스업,"6,927,600","3,463,800,000",,,,13.39,937,N/A,N/A,1.67,7502,0.24
73010,케이에스피,일반 목적용 기계 제조업,"36,192,257","18,096,128,500",,,,32.17,46,N/A,N/A,2.28,649,N/A
73070,에스모,자동차 신품 부품 제조업,"125,675,763","12,567,576,300",,,,N/A,-685,N/A,N/A,0.88,460,N/A
73110,엘엠에스,전자부품 제조업,"8,895,755","4,522,877,500",,,,237.78,36,N/A,N/A,0.49,17644,2.92
73190,듀오백,가구 제조업,"11,968,040","5,984,020,000",,,,N/A,-222,N/A,N/A,1.01,2483,N/A
73490,이노와이어리스,통신 및 방송 장비 제조업,"6,737,544","3,368,772,000",,,,19.22,2909,N/A,N/A,3.82,14643,0.45
73540,에프알텍,통신 및 방송 장비 제조업,"11,400,000","5,700,000,000",,,,N/A,-55,N/A,N/A,2.2,2700,N/A
73560,우리손에프앤지,"도축, 육류 가공 및 저장 처리업","69,237,643","34,618,821,500",,,,34.91,55,N/A,N/A,0.71,2699,1.3
73570,WI,특수 목적용 기계 제조업,"75,664,793","7,566,479,300",,,,41.75,40,N/A,N/A,3.1,538,N/A
73640,테라사이언스,기타 금속 가공제품 제조업,"58,402,414","5,840,241,400",,,,N/A,-63,N/A,N/A,3.9,488,N/A
74430,아미노로직스,기타 전문 도매업,"87,826,844","8,782,684,400",,,,N/A,-32,N/A,N/A,4.33,585,N/A
74600,원익QnC,유리 및 유리제품 제조업,"26,288,000","13,144,000,000",,,,N/A,-282,14,1028,1.82,8116,N/A
75130,플랜티넷,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","8,960,000","4,480,000,000",,,,19.55,247,N/A,N/A,0.58,8389,5.18
75970,동국알앤에스,기타 비금속 광물제품 제조업,"18,400,000","18,400,000,000",,,,16.3,146,N/A,N/A,0.58,4071,3.36
76080,웰크론한텍,건물 건설업,"19,980,102","9,990,051,000",,,,N/A,-131,N/A,N/A,0.66,3158,N/A
76610,해성옵틱스,사진장비 및 광학기기 제조업,"31,916,542","15,958,271,000",,,,N/A,-527,N/A,N/A,0.8,1989,N/A
77360,덕산하이메탈,반도체 제조업,"22,718,501","4,543,700,200",,,,9,920,N/A,N/A,0.77,10727,N/A
78020,이베스트투자증권,금융 지원 서비스업,"55,481,190","277,405,950,000",,,,6.76,806,N/A,N/A,0.54,10112,6.33
78070,유비쿼스홀딩스,통신 및 방송 장비 제조업,"18,696,628","10,348,314,000",,,,89.83,359,N/A,N/A,2.67,12090,0.4
78130,국일제지,기타 종이 및 판지 제품 제조업,"126,348,384","12,634,838,400",,,,N/A,-300,N/A,N/A,13.46,416,N/A
78140,대봉엘에스,의약품 제조업,"11,086,579","5,543,289,500",,,,20.53,565,N/A,N/A,1.57,7410,0.43
78150,HB테크놀러지,특수 목적용 기계 제조업,"78,990,426","39,495,213,000",,,,18.16,122,N/A,N/A,1.05,2114,0.9
78160,메디포스트,기초 의약물질 및 생물학적 제제 제조업,"15,617,842","7,808,921,000",,,,N/A,-672,N/A,N/A,3.94,7558,N/A
78340,컴투스,소프트웨어 개발 및 공급업,"12,866,420","6,433,210,000",,,,14.54,8660,13,9971,1.64,76580,1.11
78350,한양디지텍,반도체 제조업,"11,292,405","5,646,202,500",,,,N/A,-623,N/A,N/A,1.65,3546,N/A
78590,OQP,자동차 신품 부품 제조업,"75,280,333","15,056,066,600",,,,N/A,-163,N/A,N/A,4.32,1337,N/A
78600,대주전자재료,전자부품 제조업,"14,830,076","7,415,038,000",,,,976.53,49,N/A,N/A,8.51,5620,N/A
78650,코렌,사진장비 및 광학기기 제조업,"44,675,373","22,337,686,500",,,,N/A,-169,N/A,N/A,1.05,1062,N/A
78860,아이오케이,"영화, 비디오물, 방송프로그램 제작 및 배급업","50,750,542","25,375,271,000",,,,N/A,-83,N/A,N/A,1.09,1892,N/A
78890,가온미디어,통신 및 방송 장비 제조업,"15,074,293","7,537,146,500",,,,5.29,1113,N/A,N/A,0.54,10978,1.66
78940,코드네이처,전기 및 통신 공사업,"30,151,608","15,075,804,000",,,,N/A,-95,N/A,N/A,1.82,684,N/A
79000,와토스코리아,플라스틱제품 제조업,"7,200,000","3,600,000,000",,,,12.72,412,N/A,N/A,0.51,10279,3.82
79170,한창산업,1차 비철금속 제조업,"5,200,000","2,600,000,000",,,,35.16,157,N/A,N/A,0.55,10058,1.99
79190,EMW,통신 및 방송 장비 제조업,"31,784,197","15,892,098,500",,,,N/A,-102,N/A,N/A,2.87,967,N/A
79370,제우스,특수 목적용 기계 제조업,"10,384,000","5,192,000,000",,,,32.22,450,N/A,N/A,0.68,21436,1.38
79650,서산,"시멘트, 석회, 플라스터 및 그 제품 제조업","20,000,000","2,000,000,000",,,,N/A,-78,N/A,N/A,0.74,3492,N/A
79810,디이엔티,특수 목적용 기계 제조업,"13,036,859","6,518,429,500",,,,N/A,-402,N/A,N/A,5.2,1466,N/A
79940,가비아,소프트웨어 개발 및 공급업,"13,535,684","6,767,842,000",,,,21.96,790,N/A,N/A,3.03,5719,0.23
79950,인베니아,특수 목적용 기계 제조업,"23,200,000","11,600,000,000",,,,46.71,38,N/A,N/A,0.8,2206,N/A
79960,동양이엔피,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","7,860,000","3,930,000,000",,,,3.9,3886,N/A,N/A,0.5,30215,1.98
79970,투비소프트,소프트웨어 개발 및 공급업,"31,804,885","15,902,442,500",,,,N/A,-694,N/A,N/A,0.93,1759,N/A
80000,에스엔유,특수 목적용 기계 제조업,"34,322,870","17,161,435,000",,,,13.05,290,N/A,N/A,1.09,3472,N/A
80010,이상네트웍스,상품 중개업,"9,015,000","4,507,500,000",,,,8.78,686,N/A,N/A,0.57,10487,1.66
80160,모두투어,여행사 및 기타 여행보조 서비스업,"18,900,000","9,450,000,000",,,,N/A,-384,-12,-938,1.71,6715,1.05
80220,제주반도체,반도체 제조업,"31,125,060","15,712,530,000",,,,121.4,25,N/A,N/A,1.09,2776,N/A
80420,모다이노칩,"섬유, 의복, 신발 및 가죽제품 소매업","79,721,622","39,860,811,000",,,,42.91,55,N/A,N/A,0.55,4263,N/A
80440,에스제이케이,기타 전문 도매업,"13,325,960","6,662,980,000",,,,N/A,-936,N/A,N/A,0.6,831,N/A
80470,성창오토텍,자동차 신품 부품 제조업,"7,300,000","3,650,000,000",,,,3970,2,N/A,N/A,1.51,5258,0.38
80520,오디텍,반도체 제조업,"11,746,609","5,873,304,500",,,,37.06,131,N/A,N/A,0.46,10512,2.06
80530,코디,기타 화학제품 제조업,"23,907,878","11,953,939,000",,,,N/A,-380,N/A,N/A,0.93,1950,N/A
80580,오킨스전자,전자부품 제조업,"7,338,234","3,669,117,000",,,,28.25,269,N/A,N/A,1.97,3851,N/A
80720,한국유니온제약,의약품 제조업,"5,903,728","2,951,864,000",,,,N/A,-286,N/A,N/A,1.6,9345,N/A
81150,티플랙스,기타 금속 가공제품 제조업,"24,268,402","12,134,201,000",,,,36.44,111,N/A,N/A,1,4050,0.49
81580,성우전자,통신 및 방송 장비 제조업,"15,508,143","7,754,071,500",,,,N/A,-408,N/A,N/A,0.33,6810,N/A
82210,옵트론텍,사진장비 및 광학기기 제조업,"23,675,951","11,837,975,500",,,,22.7,315,N/A,N/A,1.39,5148,0.42
82270,젬백스,특수 목적용 기계 제조업,"39,261,403","19,630,701,500",,,,N/A,-2245,N/A,N/A,7.4,3279,N/A
82660,코스나인,통신 및 방송 장비 제조업,"21,385,834","10,692,917,000",,,,N/A,-2013,N/A,N/A,1.55,771,N/A
82800,루미마이크로,반도체 제조업,"132,805,733","66,402,866,500",,,,N/A,-395,N/A,N/A,1.77,883,N/A
82850,우리바이오,전구 및 조명장치 제조업,"44,917,878","22,458,939,000",,,,14.23,84,N/A,N/A,0.54,2215,N/A
82920,비츠로셀,일차전지 및 축전지 제조업,"21,539,152","10,769,576,000",,,,17.69,1043,N/A,N/A,2.73,6756,0.54
83310,엘오티베큠,특수 목적용 기계 제조업,"13,599,938","6,799,969,000",,,,22.25,636,N/A,N/A,1.38,10267,N/A
83450,GST,특수 목적용 기계 제조업,"9,317,745","4,658,872,500",,,,7.48,2735,N/A,N/A,1.71,11972,0.98
83470,이엠앤아이,플라스틱제품 제조업,"22,424,515","11,212,257,500",,,,0.37,4262,N/A,N/A,6.86,231,N/A
83500,에프엔에스테크,특수 목적용 기계 제조업,"8,385,722","4,192,861,000",,,,20.38,447,N/A,N/A,1.41,6442,N/A
83550,케이엠,기타 섬유제품 제조업,"10,282,028","5,141,014,000",,,,17.04,1174,N/A,N/A,2.05,9743,0.25
83640,인콘,통신 및 방송 장비 제조업,"86,698,982","17,339,796,400",,,,N/A,-376,N/A,N/A,1.45,614,N/A
83650,비에이치아이,일반 목적용 기계 제조업,"26,000,000","13,000,000,000",,,,N/A,-298,N/A,N/A,0.81,2763,N/A
83660,CSA 코스믹,기타 화학제품 제조업,"37,072,045","18,536,022,500",,,,N/A,-353,N/A,N/A,5.07,822,N/A
83790,크리스탈,자연과학 및 공학 연구개발업,"42,571,286","21,285,643,000",,,,N/A,-1106,N/A,N/A,4.65,3379,N/A
83930,아바코,특수 목적용 기계 제조업,"15,996,505","7,998,252,500",,,,5.4,1390,N/A,N/A,0.73,10301,3.99
84110,휴온스글로벌,의약품 제조업,"11,464,127","5,732,063,500",,,,14.48,2330,N/A,N/A,1.01,33448,1.13
84180,수성,일반 목적용 기계 제조업,"15,864,490","7,932,245,000",,,,N/A,-524,N/A,N/A,1.26,1171,N/A
84370,유진테크,특수 목적용 기계 제조업,"22,916,042","11,458,021,000",,,,220.47,149,76,435,3.11,10570,0.7
84650,랩지노믹스,자연과학 및 공학 연구개발업,"11,217,860","5,608,930,000",,,,171.9,306,N/A,N/A,15.36,3425,N/A
84730,팅크웨어,통신 및 방송 장비 제조업,"10,425,682","5,212,841,000",,,,27.25,353,N/A,N/A,0.61,15813,N/A
84850,아이티엠반도체,전자부품 제조업,"22,855,623","11,427,811,500",,,,28.69,2217,24,2650,5.16,12336,N/A
84990,헬릭스미스,자연과학 및 공학 연구개발업,"26,765,714","13,382,857,000",,,,N/A,-4523,N/A,N/A,9.25,6335,N/A
85370,루트로닉,의료용 기기 제조업,"25,627,401","13,175,544,000",,,,N/A,-173,N/A,N/A,1.34,4459,N/A
85660,차바이오텍,기초 의약물질 및 생물학적 제제 제조업,"52,495,450","26,247,725,000",,,,23.99,936,N/A,N/A,3.07,7313,N/A
85670,뉴프렉스,전자부품 제조업,"21,156,039","10,578,019,500",,,,N/A,-536,N/A,N/A,0.66,2144,N/A
85810,알티캐스트,소프트웨어 개발 및 공급업,"21,223,160","10,987,352,000",,,,N/A,-841,N/A,N/A,0.51,3277,N/A
