CODE,NAME,SECT.,STOCK NO.,CAPT.,CUR PRICE,PREV PRICE,FR,PER,EPS,E_PER,E_EPS,PBR,BPS,ITR
226330,신테카바이오,소프트웨어 개발 및 공급업,"13,242,016","6,621,008,000",,,,N/A,-2036,N/A,N/A,4.09,3412,N/A
226340,본느,기타 화학제품 제조업,"30,699,596","3,069,959,600",,,,28.31,86,N/A,N/A,2.22,1096,N/A
226350,아이엠텍,전자부품 제조업,"43,543,747","21,771,873,500",,,,N/A,-211,N/A,N/A,0.43,499,N/A
226360,이엑스티,토목 건설업,"45,216,072","4,521,607,200",,,,N/A,-342,N/A,N/A,2.82,1239,N/A
226400,오스테오닉,의료용 기기 제조업,"12,617,051","6,308,525,500",,,,38.43,86,N/A,N/A,1.45,2278,N/A
226440,한송네오텍,특수 목적용 기계 제조업,"43,459,818","4,345,981,800",,,,241,5,N/A,N/A,2.42,498,N/A
226950,올릭스,자연과학 및 공학 연구개발업,"6,568,921","3,284,460,500",,,,N/A,-2284,N/A,N/A,9.44,5910,N/A
227100,디자인,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","3,226,025","1,613,012,500",,,,N/A,-1202,N/A,N/A,3.27,4383,N/A
227610,아우딘퓨쳐스,기타 화학제품 제조업,"10,000,000","5,000,000,000",,,,N/A,-2108,N/A,N/A,1.34,3223,N/A
227950,마이크로텍,특수 목적용 기계 제조업,"39,896,331","3,989,633,100",,,,N/A,-495,N/A,N/A,4.28,723,N/A
228340,동양파일,"시멘트, 석회, 플라스터 및 그 제품 제조업","20,000,000","10,000,000,000",,,,N/A,-731,N/A,N/A,0.41,6066,N/A
228670,레이,의료용 기기 제조업,"6,653,267","3,326,633,500",,,,24.55,1908,16,2907,5.24,8943,N/A
228760,지노믹트리,의료용품 및 기타 의약 관련제품 제조업,"19,986,215","9,993,107,500",,,,N/A,-480,N/A,N/A,3.45,5238,N/A
228850,레이언스,의료용 기기 제조업,"16,591,014","8,295,507,000",,,,13.77,868,N/A,N/A,0.96,12478,2.51
229000,젠큐릭스,의료용품 및 기타 의약 관련제품 제조업,"6,276,726","3,138,363,000",,,,N/A,-1699,N/A,N/A,N/A,-498,N/A
230240,에치에프알,통신 및 방송 장비 제조업,"11,982,020","5,991,010,000",,,,1963.16,19,N/A,N/A,6.2,6016,N/A
230360,에코마케팅,광고업,"16,198,937","1,619,893,700",,,,29.52,1948,18,3253,8.27,6954,1.16
230980,솔트웍스,소프트웨어 개발 및 공급업,"14,936,172","1,493,617,200",,,,N/A,-811,N/A,N/A,4.6,797,N/A
232140,와이아이케이,특수 목적용 기계 제조업,"64,256,976","6,425,697,600",,,,N/A,-84,N/A,N/A,3.28,1700,N/A
234100,세원,자동차 신품 부품 제조업,"23,881,316","2,388,131,600",,,,116.72,67,N/A,N/A,4.73,1653,N/A
234300,에스트래픽,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","11,921,180","5,960,590,000",,,,N/A,-845,N/A,N/A,2.63,2194,N/A
234340,세틀뱅크,기타 정보 서비스업,"9,267,000","4,633,500,000",,,,19.07,1466,N/A,N/A,2.28,12244,1.36
234690,녹십자웰빙,의약품 제조업,"17,752,276","8,876,138,000",,,,29.88,400,N/A,N/A,2.58,4630,0.67
234920,자이글,가정용 기기 제조업,"13,530,910","6,765,455,000",,,,N/A,-1790,N/A,N/A,0.89,3762,N/A
235980,메드팩토,자연과학 및 공학 연구개발업,"20,334,842","10,167,421,000",,,,N/A,-810,N/A,N/A,22.92,3704,N/A
236200,슈프리마,통신 및 방송 장비 제조업,"7,193,273","3,596,636,500",,,,7.9,4059,N/A,N/A,1.59,20103,N/A
237690,에스티팜,의약품 제조업,"18,656,000","9,328,000,000",,,,N/A,-931,N/A,N/A,3.73,15950,N/A
237750,피앤씨테크,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","6,496,600","3,248,300,000",,,,10.87,554,N/A,N/A,0.64,9369,N/A
237820,플레이디,광고업,"12,827,140","6,413,570,000",,,,15.48,730,N/A,N/A,2.06,5488,1.95
237880,클리오,기타 화학제품 제조업,"17,150,088","8,575,044,000",,,,54.5,333,24,746,2.07,8748,1.21
238090,앤디포스,플라스틱제품 제조업,"51,508,951","10,301,790,200",,,,N/A,-279,N/A,N/A,1.96,2038,N/A
238120,로고스바이오,사진장비 및 광학기기 제조업,"3,594,724","1,797,362,000",,,,271.15,52,N/A,N/A,4.79,2944,N/A
238200,비피도,기타 식품 제조업,"4,090,000","2,045,000,000",,,,51.5,367,N/A,N/A,1.66,11393,N/A
238490,힘스,특수 목적용 기계 제조업,"11,312,236","5,656,118,000",,,,18.87,657,N/A,N/A,2.02,6135,0.81
239340,줌인터넷,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","26,881,862","2,688,186,200",,,,N/A,-481,N/A,N/A,3.99,976,N/A
239610,에이치엘사이언스,기타 식품 제조업,"5,142,148","2,571,074,000",,,,13.92,3958,N/A,N/A,3.31,16628,0.73
240810,원익IPS,특수 목적용 기계 제조업,"49,083,901","24,541,950,500",,,,34.89,1052,15,2490,3.06,12002,N/A
241520,DSC인베스트먼트,신탁업 및 집합투자업,"18,219,383","9,109,691,500",,,,63.92,51,N/A,N/A,1.77,1838,N/A
241690,유니테크노,자동차 신품 부품 제조업,"11,927,520","5,963,760,000",,,,22.82,482,N/A,N/A,1.9,5785,N/A
241710,코스메카코리아,기타 화학제품 제조업,"10,680,000","5,340,000,000",,,,26.7,545,25,571,1.18,12332,N/A
241770,메카로,기타 화학제품 제조업,"10,102,240","5,301,120,000",,,,21.97,594,N/A,N/A,0.92,14223,1.23
241790,오션브릿지,특수 목적용 기계 제조업,"10,002,634","5,001,317,000",,,,16.78,1046,N/A,N/A,2.69,6516,1.54
241820,피씨엘,의료용품 및 기타 의약 관련제품 제조업,"9,539,697","4,769,848,500",,,,N/A,-1041,N/A,N/A,74.73,279,N/A
241840,에이스토리,"영화, 비디오물, 방송프로그램 제작 및 배급업","9,318,240","4,659,120,000",,,,N/A,-143,N/A,N/A,1.79,4175,N/A
242040,나무기술,소프트웨어 개발 및 공급업,"32,145,466","3,214,546,600",,,,54.65,71,N/A,N/A,6.59,589,N/A
243070,휴온스,의약품 제조업,"9,880,744","4,940,372,000",,,,15.83,3873,N/A,N/A,3.06,20061,1.04
243840,신흥에스이씨,일차전지 및 축전지 제조업,"6,768,526","16,921,315,000",,,,19.53,2571,N/A,N/A,3.05,16463,0.56
244460,올리패스,기초 의약물질 및 생물학적 제제 제조업,"15,969,001","7,984,500,500",,,,N/A,-3203,N/A,N/A,21.56,895,N/A
245620,EDGC,자연과학 및 공학 연구개발업,"38,565,361","3,856,536,100",,,,N/A,-291,N/A,N/A,16.35,1043,N/A
246690,TS인베스트먼트,신탁업 및 집합투자업,"23,449,039","11,724,519,500",,,,13.6,178,N/A,N/A,1.66,1459,1.03
246710,티앤알바이오팹,기초 의약물질 및 생물학적 제제 제조업,"8,381,640","4,190,820,000",,,,N/A,-741,N/A,N/A,5.31,2787,N/A
246720,아스타,의료용품 및 기타 의약 관련제품 제조업,"11,482,523","5,741,261,500",,,,N/A,-951,N/A,N/A,4.06,1183,N/A
246960,이노테라피,의료용품 및 기타 의약 관련제품 제조업,"5,044,184","2,522,092,000",,,,N/A,-704,N/A,N/A,3.25,2799,N/A
247540,에코프로비엠,일차전지 및 축전지 제조업,"20,964,166","10,482,083,000",,,,102.47,1579,78,2068,8.86,18272,0.09
250000,보라티알,음·식료품 및 담배 도매업,"6,750,733","3,375,366,500",,,,60.86,175,N/A,N/A,1.31,8109,1.41
250060,모비스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","32,171,314","3,217,131,400",,,,N/A,-79,N/A,N/A,3.2,788,N/A
250930,예선테크,플라스틱제품 제조업,"33,000,440","3,300,044,000",,,,N/A,-95,N/A,N/A,2.25,1142,N/A
251370,와이엠티,기초 화학물질 제조업,"7,405,200","3,702,600,000",,,,23.96,916,N/A,N/A,3.99,5495,N/A
251630,브이원텍,특수 목적용 기계 제조업,"15,050,580","7,525,290,000",,,,17.53,470,N/A,N/A,1.49,5538,1.21
251970,펌텍코리아,플라스틱제품 제조업,"12,400,000","6,200,000,000",,,,8.85,1758,N/A,N/A,1.15,13520,2.12
252500,세화피앤씨,기타 화학제품 제조업,"20,743,195","2,074,319,500",,,,38.52,122,N/A,N/A,3.32,1415,0.21
253450,스튜디오드래곤,"영화, 비디오물, 방송프로그램 제작 및 배급업","28,096,370","14,048,185,000",,,,95.09,917,55,1588,5.6,15567,N/A
253590,네오셈,특수 목적용 기계 제조업,"37,536,388","3,753,638,800",,,,29.84,95,N/A,N/A,2.58,1100,0.35
253840,수젠텍,의료용품 및 기타 의약 관련제품 제조업,"13,665,146","6,832,573,000",,,,N/A,-796,N/A,N/A,27.69,1932,N/A
254120,자비스,특수 목적용 기계 제조업,"20,303,476","2,030,347,600",,,,N/A,-398,N/A,N/A,2.05,857,N/A
255220,SG,기타 비금속 광물제품 제조업,"36,720,027","3,672,002,700",,,,6.96,341,N/A,N/A,1.27,1873,N/A
255440,야스,특수 목적용 기계 제조업,"13,058,000","6,569,000,000",,,,17.37,829,N/A,N/A,1.25,11526,1.04
256150,한독크린텍,일반 목적용 기계 제조업,"4,091,000","2,045,500,000",,,,16.49,1355,N/A,N/A,2.34,9567,0.89
256630,포인트엔지니어링,기타 금속 가공제품 제조업,"56,486,562","5,648,656,200",,,,178.33,21,N/A,N/A,3.06,1225,0.53
256840,한국비엔씨,기초 의약물질 및 생물학적 제제 제조업,"51,060,048","5,106,004,800",,,,N/A,-110,N/A,N/A,4.68,677,N/A
256940,케이피에스,특수 목적용 기계 제조업,"15,213,588","7,606,794,000",,,,N/A,-42,N/A,N/A,6.32,2437,N/A
257370,명성티엔에스,특수 목적용 기계 제조업,"6,370,000","3,185,000,000",,,,217.09,79,N/A,N/A,2.9,5921,N/A
258610,이더블유케이,"구조용 금속제품, 탱크 및 증기발생기 제조업","11,734,799","5,867,399,500",,,,N/A,-175,N/A,N/A,1.85,3728,N/A
258790,소프트캠프,소프트웨어 개발 및 공급업,"24,991,284","2,499,128,400",,,,98.25,20,N/A,N/A,3.27,600,N/A
258830,세종메디칼,의료용 기기 제조업,"6,777,741","3,388,870,500",,,,28.74,468,N/A,N/A,1.93,6978,0.74
259630,엠플러스,특수 목적용 기계 제조업,"5,183,713","2,591,856,500",,,,117.49,203,N/A,N/A,3.26,7311,N/A
260660,알리코제약,의료용품 및 기타 의약 관련제품 제조업,"9,821,575","4,910,787,500",,,,13.22,1131,N/A,N/A,1.99,7499,1.34
260930,씨티케이코스메틱스,기타 화학제품 제조업,"10,122,151","5,061,075,500",,,,34.06,392,N/A,N/A,0.75,17876,2.25
261200,덴티스,의료용 기기 제조업,"72,949,453","7,294,945,300",,,,275,7,N/A,N/A,4.01,480,N/A
262260,에이프로,기타 전기장비 제조업,"6,880,626","3,440,313,000",,,,28.77,1385,N/A,N/A,8.87,4495,N/A
263020,디케이앤디,플라스틱제품 제조업,"7,763,202","3,881,601,000",,,,14.44,360,N/A,N/A,0.77,6788,N/A
263050,유틸렉스,기초 의약물질 및 생물학적 제제 제조업,"14,920,468","7,460,234,000",,,,N/A,-1269,N/A,N/A,9.24,4006,N/A
263540,샘코,"항공기,우주선 및 부품 제조업","10,612,945","5,306,472,500",,,,N/A,-4364,N/A,N/A,3.8,530,N/A
263600,덕우전자,전자부품 제조업,"15,930,310","8,037,610,500",,,,8.76,919,N/A,N/A,1.42,5654,1.74
263690,디알젬,의료용 기기 제조업,"11,325,610","5,662,805,000",,,,29.93,735,N/A,N/A,6.97,3155,0.23
263700,케어랩스,소프트웨어 개발 및 공급업,"16,618,280","8,309,140,000",,,,73.75,128,N/A,N/A,1.91,4952,N/A
263720,디앤씨미디어,"서적, 잡지 및 기타 인쇄물 출판업","12,275,111","6,137,555,500",,,,76.64,473,41,891,10.14,3575,N/A
263750,펄어비스,소프트웨어 개발 및 공급업,"13,079,850","6,539,925,000",,,,12.93,14728,15,12311,3.56,53438,N/A
263770,유에스티,1차 철강 제조업,"23,700,172","2,370,017,200",,,,41.02,103,N/A,N/A,2.11,1999,N/A
263800,데이타솔루션,기계장비 및 관련 물품 도매업,"15,808,580","7,904,290,000",,,,N/A,-77,N/A,N/A,5.74,1533,N/A
263810,상신전자,전자부품 제조업,"14,244,718","7,122,359,000",,,,20.28,160,N/A,N/A,1.3,2495,N/A
263860,지니언스,소프트웨어 개발 및 공급업,"9,444,600","4,722,300,000",,,,14.64,390,N/A,N/A,1.53,3730,N/A
263920,블러썸엠앤씨,그외 기타 제품 제조업,"13,723,172","6,861,586,000",,,,N/A,-739,N/A,N/A,0.9,5081,N/A
264450,유비쿼스,통신 및 방송 장비 제조업,"5,123,955","2,561,977,500",,,,17.59,2286,N/A,N/A,2.31,17425,1.12
264660,씨앤지하이테크,특수 목적용 기계 제조업,"8,405,480","4,202,740,000",,,,5.93,1613,N/A,N/A,1.21,7886,1.57
264850,이랜시스,전자부품 제조업,"28,751,812","2,875,181,200",,,,44.63,41,N/A,N/A,1.93,949,2.19
265520,AP시스템,특수 목적용 기계 제조업,"14,480,227","7,240,113,500",,,,22.98,1129,13,1979,3.23,8023,0.19
265560,영화테크,자동차 신품 부품 제조업,"5,345,090","2,672,545,000",,,,N/A,-502,N/A,N/A,1.73,8750,0.33
267320,나인테크,특수 목적용 기계 제조업,"37,126,554","3,712,655,400",,,,20.04,131,N/A,N/A,13.96,188,N/A
267790,배럴,봉제의복 제조업,"7,885,500","3,942,750,000",,,,14.87,587,N/A,N/A,1.55,5635,N/A
267980,매일유업,낙농제품 및 식용빙과류 제조업,"7,843,638","3,921,819,000",,,,8.76,8592,8,8988,1.43,52751,1.06
268600,셀리버리,자연과학 및 공학 연구개발업,"8,157,107","4,078,553,500",,,,N/A,-1914,N/A,N/A,36.91,3110,N/A
269620,시스웍,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","18,000,000","1,800,000,000",,,,25.1,102,N/A,N/A,1.19,2154,1.56
270520,지엔원에너지,"건축기술, 엔지니어링 및 관련 기술 서비스업","29,384,815","2,938,481,500",,,,25.15,98,N/A,N/A,3.06,805,N/A
270870,뉴트리,기타 식품 제조업,"9,072,724","4,536,362,000",,,,16.88,1484,N/A,N/A,3.79,6617,0.6
272110,케이엔제이,특수 목적용 기계 제조업,"6,305,432","3,152,716,000",,,,16.63,854,N/A,N/A,3.22,4405,N/A
272290,이녹스첨단소재,전자부품 제조업,"9,502,493","4,751,246,500",,,,16.54,3125,16,3213,2.6,19877,N/A
273060,와이즈버즈,광고업,"47,239,312","4,723,931,200",,,,N/A,N/A,N/A,N/A,1.05,1898,N/A
274090,켄코아에어로스페이스,"항공기,우주선 및 부품 제조업","9,009,832","4,504,916,000",,,,N/A,-990,N/A,N/A,2.02,4397,N/A
275630,에스에스알,소프트웨어 개발 및 공급업,"5,794,561","2,897,280,500",,,,25.37,214,N/A,N/A,1.3,4191,N/A
277070,린드먼아시아,신탁업 및 집합투자업,"13,500,000","6,750,000,000",,,,12.8,375,N/A,N/A,1.4,3428,1.85
277410,인산가,기타 식품 제조업,"26,507,851","2,650,785,100",,,,12.53,154,N/A,N/A,1.66,1164,1.55
277480,신한제4호스팩,금융 지원 서비스업,"6,010,000","601,000,000",,,,156.15,13,N/A,N/A,1.1,1853,N/A
277880,티에스아이,특수 목적용 기계 제조업,"9,267,115","4,633,557,500",,,,N/A,-1636,N/A,N/A,5.02,3235,N/A
278280,천보,기초 화학물질 제조업,"10,000,000","5,000,000,000",,,,58.81,2304,46,2916,6.37,21284,0.22
278650,노터스,자연과학 및 공학 연구개발업,"7,604,368","760,436,800",,,,44.3,597,N/A,N/A,4.48,5898,N/A
279600,미디어젠,소프트웨어 개발 및 공급업,"4,638,281","2,319,140,500",,,,N/A,-142,N/A,N/A,1.82,3849,N/A
281740,레이크머티리얼즈,기타 화학제품 제조업,"65,730,548","6,573,054,800",,,,96.67,27,N/A,N/A,4.7,555,N/A
282880,코윈테크,특수 목적용 기계 제조업,"9,251,492","4,625,746,000",,,,11.82,2140,N/A,N/A,2.26,11171,1.83
284620,카이노스메드,자연과학 및 공학 연구개발업,"104,017,683","10,401,768,300",,,,N/A,-78,N/A,N/A,52.19,96,N/A
285490,노바텍,그외 기타 제품 제조업,"5,016,338","2,508,169,000",,,,13.18,1814,N/A,N/A,3.57,6702,1.01
286750,나노브릭,기초 화학물질 제조업,"4,560,103","4,560,103,000",,,,N/A,-183,N/A,N/A,6.37,3032,N/A
287410,유안타제3호스팩,금융 지원 서비스업,"4,235,000","423,500,000",,,,223.89,9,N/A,N/A,1.11,1820,N/A
288330,브릿지바이오,기초 의약물질 및 생물학적 제제 제조업,"6,387,058","3,193,529,000",,,,154.27,246,N/A,N/A,3.49,10885,N/A
288620,에스퓨얼셀,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","5,744,316","2,872,158,000",,,,153.85,286,N/A,N/A,7.49,5878,0.11
289010,아이스크림에듀,"서적, 잡지 및 기타 인쇄물 출판업","12,864,037","6,432,018,500",,,,19.11,416,N/A,N/A,1.4,5666,1.26
290120,대유에이피,자동차 신품 부품 제조업,"10,884,000","5,442,000,000",,,,8.71,712,N/A,N/A,1.49,4151,3.23
290270,휴네시온,소프트웨어 개발 및 공급업,"9,607,672","4,803,836,000",,,,54.42,95,N/A,N/A,2.22,2331,0.68
290380,대유,"비료, 농약 및 살균, 살충제 제조업","9,052,400","4,526,200,000",,,,28.77,563,N/A,N/A,2.28,7095,1.54
290510,코리아센터,소프트웨어 개발 및 공급업,"24,031,048","2,450,024,800",,,,62.65,257,N/A,N/A,2.15,7493,N/A
290520,신도기연,특수 목적용 기계 제조업,"8,061,280","4,030,640,000",,,,9.48,2179,N/A,N/A,2.72,7586,N/A
290550,디케이티,전자부품 제조업,"8,231,333","4,115,666,500",,,,16.61,1535,N/A,N/A,3.33,7650,N/A
290650,엘앤씨바이오,의약품 제조업,"7,292,336","3,692,166,000",,,,138.03,994,N/A,N/A,17.39,7889,0.07
290660,네오펙트,의료용 기기 제조업,"12,223,746","6,111,873,000",,,,N/A,-1496,N/A,N/A,8.1,706,N/A
290670,대보마그네틱,기타 전기장비 제조업,"6,868,216","3,434,108,000",,,,105.23,344,N/A,N/A,6.41,5649,N/A
290720,푸드나무,무점포 소매업,"6,806,034","3,403,017,000",,,,48.43,575,23,1210,3.69,7539,0.25
290740,액트로,전자부품 제조업,"10,065,011","5,032,505,500",,,,8.31,1523,N/A,N/A,1.55,8183,1.58
291210,한국제7호스팩,금융 지원 서비스업,"5,060,000","506,000,000",,,,172.5,12,N/A,N/A,1.12,1846,N/A
291230,삼성스팩2호,금융 지원 서비스업,"7,550,000","755,000,000",,,,105.53,19,N/A,N/A,1.07,1875,N/A
293780,압타바이오,자연과학 및 공학 연구개발업,"11,016,233","5,508,116,500",,,,N/A,-520,N/A,N/A,4.82,6830,N/A
294140,레몬,화학섬유 제조업,"34,500,000","17,250,000,000",,,,N/A,-265,N/A,N/A,12.47,1383,N/A
294630,서남,기타 전기장비 제조업,"20,365,160","10,182,580,000",,,,N/A,-260,N/A,N/A,4.75,765,N/A
297090,씨에스베어링,일반 목적용 기계 제조업,"9,461,400","4,730,700,000",,,,30.92,747,N/A,N/A,4.56,5065,N/A
297570,알로이스,통신 및 방송 장비 제조업,"17,329,414","1,732,941,400",,,,N/A,-192,N/A,N/A,1.97,1018,N/A
297890,엘이티,특수 목적용 기계 제조업,"7,109,450","3,554,725,000",,,,17.71,1138,N/A,N/A,4.38,4599,N/A
298060,에스씨엠생명과학,의약품 제조업,"11,774,313","5,887,156,500",,,,N/A,-5321,N/A,N/A,14.65,2707,N/A
298380,에이비엘바이오,기초 의약물질 및 생물학적 제제 제조업,"46,246,225","23,123,112,500",,,,N/A,-1007,N/A,N/A,12.53,2645,N/A
298540,더네이쳐홀딩스,"섬유, 의복, 신발 및 가죽제품 소매업","7,182,381","3,591,190,500",,,,17.89,2850,N/A,N/A,3.8,13420,N/A
299170,IBKS제10호스팩,금융 지원 서비스업,"4,330,000","433,000,000",,,,2085,1,N/A,N/A,7.04,296,N/A
299660,셀리드,자연과학 및 공학 연구개발업,"9,648,692","4,824,346,000",,,,N/A,-358,N/A,N/A,6.49,5226,N/A
299900,위지윅스튜디오,"영화, 비디오물, 방송프로그램 제작 및 배급업","30,684,491","15,342,245,500",,,,67.91,67,N/A,N/A,2.42,1880,N/A
299910,베스파,소프트웨어 개발 및 공급업,"8,071,688","4,035,844,000",,,,N/A,-2170,N/A,N/A,1.4,9988,N/A
300080,플리토,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","5,209,811","2,604,905,500",,,,N/A,-1356,N/A,N/A,3.27,4523,N/A
300120,라온피플,소프트웨어 개발 및 공급업,"10,328,456","5,164,228,000",,,,25.86,986,N/A,N/A,4.37,5841,0.59
302430,이노메트리,특수 목적용 기계 제조업,"9,650,216","4,825,108,000",,,,59.28,442,N/A,N/A,4.94,5301,0.76
302550,리메드,의료용 기기 제조업,"6,088,916","3,044,458,000",,,,34.68,832,29,984,6.08,4745,N/A
303030,지니틱스,반도체 제조업,"35,401,608","3,540,160,800",,,,201.43,14,N/A,N/A,3.2,882,N/A
304100,솔트룩스,소프트웨어 개발 및 공급업,"5,067,215","2,533,607,500",,,,149.51,203,N/A,N/A,3.53,8592,N/A
305090,마이크로디지탈,의료용 기기 제조업,"7,261,600","3,630,800,000",,,,N/A,-925,N/A,N/A,6.78,2345,N/A
306040,에스제이그룹,"가죽, 가방 및 유사제품 제조업","9,865,828","4,932,914,000",,,,9.67,1783,N/A,N/A,2.39,7221,0.77
306620,네온테크,특수 목적용 기계 제조업,"37,089,160","3,708,916,000",,,,103.33,27,N/A,N/A,3.69,756,N/A
307070,SK4호스팩,금융 지원 서비스업,"5,160,000","516,000,000",,,,118.53,17,N/A,N/A,1.13,1790,N/A
307160,하나머스트제6호스팩,금융 지원 서비스업,"4,590,000","459,000,000",,,,122.35,17,N/A,N/A,1.15,1813,N/A
307180,아이엘사이언스,전구 및 조명장치 제조업,"20,997,273","2,099,727,300",,,,N/A,-140,N/A,N/A,6.37,490,N/A
307280,교보8호스팩,금융 지원 서비스업,"3,720,000","372,000,000",,,,N/A,-1,N/A,N/A,1.19,1823,N/A
307750,대신밸런스제6호스팩,금융 지원 서비스업,"5,010,000","501,000,000",,,,N/A,-7,N/A,N/A,1.08,1910,N/A
307870,상상인이안1호스팩,금융 지원 서비스업,"4,750,000","475,000,000",,,,95.24,21,N/A,N/A,1.06,1887,N/A
308100,까스텔바작,"섬유, 의복, 신발 및 가죽제품 소매업","6,596,700","3,298,350,000",,,,12.07,878,N/A,N/A,0.92,11570,N/A
309930,삼성머스트스팩3호,금융 지원 서비스업,"4,590,000","459,000,000",,,,103.1,21,N/A,N/A,1.18,1828,N/A
310200,애니플러스,"영화, 비디오물, 방송프로그램 제작 및 배급업","27,917,439","2,791,743,900",,,,N/A,-55,N/A,N/A,2.35,652,N/A
310840,엔에이치스팩13호,금융 지원 서비스업,"3,420,000","342,000,000",,,,412,5,N/A,N/A,1.08,1906,N/A
310870,한국제8호스팩,금융 지원 서비스업,"3,420,000","342,000,000",,,,112.22,18,N/A,N/A,1.08,1877,N/A
311270,키움제5호스팩,금융 지원 서비스업,"3,600,000","360,000,000",,,,183.18,11,N/A,N/A,1.01,1987,N/A
311390,네오크레마,기타 식품 제조업,"7,303,995","3,651,997,500",,,,45.43,164,N/A,N/A,1.44,5174,N/A
311690,천랩,자연과학 및 공학 연구개발업,"3,871,448","1,935,724,000",,,,N/A,-1316,N/A,N/A,5.14,7687,N/A
312610,에이에프더블류,일차전지 및 축전지 제조업,"10,128,444","5,064,222,000",,,,28.42,533,N/A,N/A,2.13,7124,0.66
313750,유안타제4호스팩,금융 지원 서비스업,"4,650,000","465,000,000",,,,64.68,31,N/A,N/A,1.07,1877,N/A
313760,윌링스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","4,862,000","2,431,000,000",,,,18.48,717,N/A,N/A,1.83,7255,0.6
317030,케이비17호스팩,금융 지원 서비스업,"5,461,000","546,100,000",,,,37.13,54,N/A,N/A,1.05,1916,N/A
317120,라닉스,반도체 제조업,"9,435,500","4,794,670,000",,,,N/A,-16,N/A,N/A,4.27,1839,N/A
317240,하이제4호스팩,금융 지원 서비스업,"4,400,000","440,000,000",,,,1020,2,N/A,N/A,1.06,1916,N/A
317320,한화에스비아이스팩,금융 지원 서비스업,"4,360,000","436,000,000",,,,186,15,N/A,N/A,1.5,1859,N/A
317330,덕산테코피아,기타 화학제품 제조업,"18,377,428","9,188,714,000",,,,21.99,673,N/A,N/A,1.84,8027,N/A
317530,캐리소프트,"영화, 비디오물, 방송프로그램 제작 및 배급업","6,761,196","3,380,598,000",,,,N/A,-340,N/A,N/A,1.64,2646,N/A
317770,슈프리마아이디,전자부품 제조업,"3,032,020","1,516,010,000",,,,40.43,397,N/A,N/A,1.24,12942,N/A
317830,에스피시스템스,특수 목적용 기계 제조업,"8,145,700","814,570,000",,,,35.53,179,N/A,N/A,1.53,4160,0.31
317850,대모,특수 목적용 기계 제조업,"8,324,420","4,162,210,000",,,,22.68,235,N/A,N/A,0.98,5446,1.31
317870,엔바이오니아,그외 기타 제품 제조업,"7,485,555","3,742,777,500",,,,147.29,48,N/A,N/A,2.44,2892,N/A
318000,한국바이오젠,합성고무 및 플라스틱 물질 제조업,"8,129,825","1,625,965,000",,,,N/A,-197,N/A,N/A,2.28,3181,0.69
318010,팜스빌,기타 식품 제조업,"7,929,338","3,964,669,000",,,,12.74,1091,N/A,N/A,1.98,7034,1.44
319400,엔에이치스팩14호,금융 지원 서비스업,"8,620,000","862,000,000",,,,106.05,19,N/A,N/A,1.03,1947,N/A
319660,피에스케이,특수 목적용 기계 제조업,"14,765,020","7,382,510,000",,,,15.02,2077,N/A,N/A,2.21,14133,0.96
320000,윈텍,특수 목적용 기계 제조업,"17,900,148","1,790,014,800",,,,N/A,N/A,N/A,N/A,1.77,1854,N/A
321260,유진스팩4호,금융 지원 서비스업,"3,490,000","349,000,000",,,,200,10,N/A,N/A,1.03,1943,N/A
321550,티움바이오,자연과학 및 공학 연구개발업,"23,471,826","11,735,913,000",,,,N/A,-354,N/A,N/A,4.03,3859,N/A
322180,티라유텍,소프트웨어 개발 및 공급업,"5,433,750","543,375,000",,,,23.38,633,N/A,N/A,3.03,4891,N/A
322510,제이엘케이,소프트웨어 개발 및 공급업,"15,014,737","1,501,473,700",,,,N/A,-849,N/A,N/A,3.19,2367,N/A
322780,DB금융스팩7호,금융 지원 서비스업,"4,550,000","455,000,000",,,,226.67,9,N/A,N/A,1.08,1881,N/A
323210,이베스트이안스팩1호,금융 지원 서비스업,"3,200,000","320,000,000",,,,1990,1,N/A,N/A,1.03,1924,N/A
323230,신한제5호스팩,금융 지원 서비스업,"4,310,000","431,000,000",,,,N/A,-3,N/A,N/A,1.02,1964,N/A
323280,신영스팩5호,금융 지원 서비스업,"3,505,000","350,500,000",,,,N/A,-32,N/A,N/A,1.04,1971,N/A
323940,케이비제18호스팩,금융 지원 서비스업,"7,822,000","782,200,000",,,,154.23,13,N/A,N/A,1.03,1956,N/A
327260,메탈라이프,전자부품 제조업,"3,596,588","1,798,294,000",,,,46.03,453,N/A,N/A,2.77,7525,N/A
328380,미래에셋대우스팩3호,금융 지원 서비스업,"6,482,000","648,200,000",,,,402,5,N/A,N/A,1.03,1945,N/A
329560,상상인이안제2호스팩,금융 지원 서비스업,"3,850,000","385,000,000",,,,N/A,-66,N/A,N/A,1.09,1834,N/A
